1004 0.0 0.0 [0.018311090767383575, -0.013386246748268604, -0.0051123639568686485] 0.0 -0.0133328078425 0.0155810009134 -0.00461543798447 [0.001740365056321025, -0.0041712550446391106, 0.000328109017573297] 0.0 [4.0942888259887695, 4.085694789886475, 4.086171627044678, 4.106770038604736] 0.0 0.0 [-0.008845341391861439, 0.0011182234156876802, 0.014471703208982944] -0.00545751207277 0.0183015029104 0.0 1 [1, 0.02439020201563835, 0.09067685902118683, -0.015384633094072342, 0.6372923851013184, 1.0, 0.0] 0.0
1014 0.0 0.0 [0.01505071297287941, -0.01236127968877554, -0.005018913187086582] 0.0 -0.0337128006982 0.0342006290097 -0.00615386143327 [-0.01912647858262062, 0.017371930181980133, -0.001474737306125462] 0.0 [4.060565948486328, 4.155017375946045, 4.1215643882751465, 4.0357770919799805] 0.0 0.0 [-0.00889646541327238, 0.0009843609295785427, 0.014654814265668392] -0.00902932369653 0.0262321156616 0.0 1 [1, 0.0397946760058403, 0.10855679214000702, -0.010256435722112656, 0.6372923851013184, 1.0, 0.0] 0.0
1024 0.0 0.0 [0.02863401733338833, -0.0236111618578434, -0.005440490320324898] 0.0 -0.0556733146237 0.0556810338646 -0.00615386143327 [-0.027731653302907944, 0.03137914836406708, -0.0002709891996346414] 0.0 [4.0274338722229, 4.164380073547363, 4.16803503036499, 4.013076305389404] 0.0 0.0 [-0.008946654386818409, 0.0008607481140643358, 0.014805321581661701] -0.00902932369653 0.0262321156616 0.0 1 [1, 0.0397946760058403, 0.10855679214000702, -0.010256435722112656, 0.6372923851013184, 1.0, 0.0] 0.0
1035 0.0 0.0 [0.05316995084285736, -0.03992186486721039, -0.005518728867173195] 0.0 -0.0488259985956 0.0556810338646 -0.00615386143327 [-0.0030201866757124662, -0.002996213035658002, -0.00026593718212097883] 0.0 [4.088399887084961, 4.103314399719238, 4.083207607269287, 4.098003387451172] 0.0 0.0 [-0.009001059457659721, 0.0006246364791877568, 0.015091661363840103] -0.0133229195718 0.0324725547309 0.0 1 [1, 0.05776635557413101, 0.13154533505439758, -0.010256435722112656, 0.6372923851013184, 0.9961636662483215, 0.0] 0.0
1045 0.0 0.0 [0.050830431282520294, -0.04169461131095886, -0.005597264040261507] 0.0 -0.0488259985956 0.0794996479944 -0.00615386143327 [-0.0013449211837723851, -0.00015763891860842705, -0.00025800729054026306] 0.0 [4.0924577713012695, 4.099099636077881, 4.090294361114502, 4.091073036193848] 0.0 0.0 [-0.00905624683946371, 0.00022541783982887864, 0.015623360872268677] -0.0133229195718 0.0324725547309 0.0 1 [1, 0.05776635557413101, 0.13154533505439758, -0.010256435722112656, 0.6372923851013184, 0.9961636662483215, 0.0] 0.0
1055 0.0 0.0 [0.050710465759038925, -0.04248202592134476, -0.005673529580235481] 0.0 -0.0588136688613 0.0743526520846 -0.00615386143327 [-0.01329843420535326, 0.02120739221572876, -0.0002481811388861388] 0.0 [4.0628461837768555, 4.128517150878906, 4.143144607543945, 4.038417339324951] 0.0 0.0 [-0.009112219326198101, -0.00019152826280333102, 0.01613166555762291] -0.0133229195718 0.0324725547309 0.0 1 [1, 0.05776635557413101, 0.13154533505439758, -0.010256435722112656, 0.6372923851013184, 0.9961636662483215, 0.0] 0.0
1065 0.0 0.0 [0.06729508936405182, -0.050300873816013336, -0.005747029557824135] 0.0 -0.0715747003851 0.0935834830657 -0.00615386143327 [-0.001919728354550898, 0.0005290496628731489, -0.00023673061514273286] 0.0 [4.0908284187316895, 4.100308895111084, 4.09220027923584, 4.089587688446045] 0.0 0.0 [-0.009168954566121101, -0.0006163485231809318, 0.016638770699501038] -0.0164755587804 0.0375070784477 0.0 1 [1, 0.0706033706665039, 0.14942526817321777, -0.010256435722112656, 0.6372923851013184, 1.0025575160980225, 0.0] 0.0
1076 0.0 0.0 [0.06771279871463776, -0.05142507329583168, -0.005818738602101803] 0.0 -0.0678353216952 0.0933578201285 -0.00615386143327 [-0.013298979960381985, 0.01894703507423401, -0.00022337661357596517] 0.0 [4.0625996589660645, 4.1282734870910645, 4.137808799743652, 4.044243335723877] 0.0 0.0 [-0.009226424619555473, -0.0011193573009222746, 0.01731172204017639] -0.01905039216 0.0404571973797 0.0 1 [1, 0.08087293803691864, 0.15964236855506897, -0.007692396640777588, 0.6372923851013184, 1.0025575160980225, 0.0] 0.0
1086 0.0 0.0 [0.08253095299005508, -0.0592428557574749, -0.0058867488987743855] 0.0 -0.0764423051767 0.0953153080677 -0.00461543798447 [-0.0012734405463561416, 0.0030286824330687523, -0.00020891994063276798] 0.0 [4.09214973449707, 4.098438262939453, 4.098647117614746, 4.083690643310547] 0.0 0.0 [-0.0092846117913723, -0.00163360801525414, 0.01798884943127632] -0.01905039216 0.0404571973797 0.0 1 [1, 0.08087293803691864, 0.15964236855506897, -0.007692396640777588, 0.6372923851013184, 1.0025575160980225, 0.0] 0.0
1096 0.0 0.0 [0.08490386605262756, -0.05998558923602104, -0.005952321458607912] 0.0 -0.0723522271874 0.0888944789377 -0.00461543798447 [-0.009121728129684925, 0.002763602649793029, 0.00040174342575483024] 0.0 [4.066741943359375, 4.11178731918335, 4.1040215492248535, 4.090373992919922] 0.0 0.0 [-0.009343478828668594, -0.0022260365076363087, 0.01881415955722332] -0.01905039216 0.0404571973797 0.0 1 [1, 0.08087293803691864, 0.15964236855506897, -0.007692396640777588, 0.6372923851013184, 1.0025575160980225, 0.0] 0.0
