1001 0.0 0.0 [0.024118991568684578, -0.013004666194319725, -0.004345396067947149] 0.0 -0.486667568979 0.0198334147246 -0.00615386143327 [-0.17738772928714752, 0.002475957851856947, -0.0006398526602424681] 0.0 [3.8148109912872314, 4.690799236297607, 4.246283531188965, 4.23405647277832] 0.0 0.0 0.0 -0.0223362639124 0.0480731801568 0.0 0.0 [1, 0.09370983392000198, 0.18518519401550293, -0.010256435722112656, 0.6985951066017151, 1.0, 0.0] 0.0
1011 0.0 0.0 [0.026055200025439262, -0.01734963431954384, -0.004601865541189909] 0.0 -0.486667568979 0.0239139577317 -0.00615386143327 [-0.17246510088443756, -0.0004610494361259043, -0.0006045736372470856] 0.0 [3.8266170024871826, 4.6782965660095215, 4.2393798828125, 4.241657257080078] 0.0 0.0 0.0 -0.0243443980672 0.049638647453 0.0 0.0 [1, 0.09370983392000198, 0.18518519401550293, -0.010256435722112656, 0.6985951066017151, 1.0, 0.0] 0.0
1021 0.0 0.0 [0.02569522336125374, -0.018798828125, -0.004844456445425749] 0.0 -0.496014378569 0.0311137061793 -0.00615386143327 [-0.17973944544792175, 0.006770085543394089, -0.0005656020948663354] 0.0 [3.8018851280212402, 4.689487457275391, 4.2512335777282715, 4.217801094055176] 0.0 0.0 0.0 -0.0243443980672 0.049638647453 0.0 0.0 [1, 0.10141207277774811, 0.19029374420642853, -0.010256435722112656, 0.6960408091545105, 1.0025575160980225, 0.0] 0.0
1031 0.0 0.0 [0.030989058315753937, -0.024527015164494514, -0.005071510560810566] 0.0 -0.49415116241 0.0296858317581 -0.00461543798447 [-0.17143960297107697, -0.0004222145944368094, -0.000524069182574749] 0.0 [3.8219683170318604, 4.668583869934082, 4.233885288238525, 4.2359700202941895] 0.0 0.0 0.0 -0.0250199694335 0.0512185097105 0.0 0.0 [1, 0.10397952795028687, 0.19540229439735413, -0.007692396640777588, 0.6960408091545105, 1.0025575160980225, 0.0] 0.0
1042 0.0 0.0 [0.03065972402691841, -0.02537270449101925, -0.0052824183367192745] 0.0 -0.494092557403 0.0296858317581 -0.00461543798447 [-0.1704099476337433, 0.005064558237791061, 0.00011398772767279297] 0.0 [3.818211078643799, 4.6597418785095215, 4.253732204437256, 4.22872257232666] 0.0 0.0 0.0 -0.0250199694335 0.0512185097105 0.0 0.0 [1, 0.10397952795028687, 0.19540229439735413, -0.007692396640777588, 0.6960408091545105, 1.0025575160980225, 0.0] 0.0
1052 0.0 0.0 [0.034620340913534164, -0.025612687692046165, -0.005238133482635021] 0.0 -0.494092557403 0.035063148803 -0.00461543798447 [-0.17012514173984528, 0.000731226580683142, 0.00012042362504871562] 0.0 [3.8188507556915283, 4.658975124359131, 4.243096351623535, 4.239485263824463] 0.0 0.0 0.0 -0.0263804357264 0.0520138825921 0.0 0.0 [1, 0.10911430418491364, 0.19795657694339752, -0.007692396640777588, 0.6960408091545105, 1.0025575160980225, 0.0] 0.0
1062 0.0 0.0 [0.03519289568066597, -0.025684986263513565, -0.005191457457840443] 0.0 -0.498870083777 0.0342152174893 -0.00461543798447 [-0.1746312379837036, -0.0007220008410513401, 0.0001243710721610114] 0.0 [3.8076858520507812, 4.670062065124512, 4.239547252655029, 4.243112564086914] 0.0 0.0 0.0 -0.0263804357264 0.0520138825921 0.0 0.0 [1, 0.10911430418491364, 0.19795657694339752, -0.007692396640777588, 0.6960408091545105, 1.0025575160980225, 0.0] 0.0
1072 0.0 0.0 [0.034629225730895996, -0.028407927602529526, -0.005143231246620417] 0.0 -0.49723621095 0.0317502318265 -0.00615386143327 [-0.1699925661087036, -0.0024974942207336426, 0.00012607072130776942] 0.0 [3.819122314453125, 4.6585917472839355, 4.235179901123047, 4.247513771057129] 0.0 0.0 0.0 -0.0270653630999 0.0536155858793 0.0 0.0 [1, 0.11168164014816284, 0.20306512713432312, -0.010256435722112656, 0.6960408091545105, 1.0025575160980225, 0.0] 0.0
1082 0.0 0.0 [0.03267744556069374, -0.02840227261185646, -0.005094459746032953] 0.0 -0.49723621095 0.0317502318265 -0.00615386143327 [-0.17116273939609528, 0.007385202217847109, -0.00046889082295820117] 0.0 [3.8221073150634766, 4.667355060577393, 4.253707408905029, 4.21723747253418] 0.0 0.0 0.0 -0.0270653630999 0.0536155858793 0.0 0.0 [1, 0.11168164014816284, 0.20306512713432312, -0.010256435722112656, 0.6960408091545105, 1.0025575160980225, 0.0] 0.0
1093 0.0 0.0 [0.038452550768852234, -0.029085036367177963, -0.005283579230308533] 0.0 -0.496664837932 0.0387348193478 -0.00615386143327 [-0.16870979964733124, 4.5940127165522426e-05, -0.0004331937525421381] 0.0 [3.8278117179870605, 4.660946369171143, 4.23593807220459, 4.235711574554443] 0.0 0.0 0.0 -0.0270653630999 0.0536155858793 0.0 0.0 [1, 0.11168164014816284, 0.20306512713432312, -0.010256435722112656, 0.6960408091545105, 1.0012787580490112, 0.0] 0.0
